,name,acronym,id,reassigned_id,parent_structure_id,parent_name,parent_acronym,fullname
849,Posterior pretectal nucleus,PPT,1061,850,1100.0,Pretectal region,PRT,PPT: Posterior pretectal nucleus
57,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,1062,58,329.0,"Primary somatosensory area, barrel field",SSp-bfd,"SSp-bfd6b: Primary somatosensory area, barrel field, layer 6b"
1307,hippocampal fissure,hf,1063,1308,1032.0,grooves of the cerebral cortex,grv of CTX,hf: hippocampal fissure
1076,Crus 2,ANcr2,1064,1077,1017.0,Ansiform lobule,AN,ANcr2: Crus 2
882,Hindbrain,HB,1065,883,343.0,Brain stem,BS,HB: Hindbrain
173,"Anteromedial visual area, layer 2/3",VISam2/3,1066,174,394.0,Anteromedial visual area,VISam,"VISam2/3: Anteromedial visual area, layer 2/3"
407,"Taenia tecta, ventral part, layer 1",TTv1,1067,408,605.0,"Taenia tecta, ventral part",TTv,"TTv1: Taenia tecta, ventral part, layer 1"
1282,dorsal thalamus related,mfbst,1068,1283,824.0,hypothalamus related,mfsbshy,mfbst: dorsal thalamus related
998,Parapyramidal nucleus,PPY,1069,999,370.0,"Medulla, motor related",MY-mot,PPY: Parapyramidal nucleus
55,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,1070,56,329.0,"Primary somatosensory area, barrel field",SSp-bfd,"SSp-bfd5: Primary somatosensory area, barrel field, layer 5"
1308,rhinal fissure,rf,1071,1309,1032.0,grooves of the cerebral cortex,grv of CTX,rf: rhinal fissure
659,"Medial geniculate complex, dorsal part",MGd,1072,660,475.0,Medial geniculate complex,MG,"MGd: Medial geniculate complex, dorsal part"
1066,Hemispheric regions,HEM,1073,1067,528.0,Cerebellar cortex,CBX,HEM: Hemispheric regions
165,"Anterolateral visual area, layer 1",VISal1,1074,166,402.0,Anterolateral visual area,VISal,"VISal1: Anterolateral visual area, layer 1"
408,"Taenia tecta, ventral part, layer 2",TTv2,1075,409,605.0,"Taenia tecta, ventral part",TTv,"TTv2: Taenia tecta, ventral part, layer 2"
1134,efferent cochleovestibular bundle,cvb,1076,1135,933.0,vestibulocochlear nerve,VIIIn,cvb: efferent cochleovestibular bundle
690,Perireunensis nucleus,PR,1077,691,444.0,Medial group of the dorsal thalamus,MED,PR: Perireunensis nucleus
1309,rhinal incisure,ri,1078,1310,1032.0,grooves of the cerebral cortex,grv of CTX,ri: rhinal incisure
660,"Medial geniculate complex, ventral part",MGv,1079,661,475.0,Medial geniculate complex,MG,"MGv: Medial geniculate complex, ventral part"
455,Hippocampal region,HIP,1080,456,1089.0,Hippocampal formation,HPF,HIP: Hippocampal region
251,"Infralimbic area, layer 6b",ILA6b,1081,252,44.0,Infralimbic area,ILA,"ILA6b: Infralimbic area, layer 6b"
409,"Taenia tecta, ventral part, layer 3",TTv3,1082,410,605.0,"Taenia tecta, ventral part",TTv,"TTv3: Taenia tecta, ventral part, layer 3"
1284,epithalamus related,mfbse,1083,1285,824.0,hypothalamus related,mfsbshy,mfbse: epithalamus related
531,Presubiculum,PRE,1084,532,822.0,Retrohippocampal region,RHP,PRE: Presubiculum
29,"Secondary motor area, layer 6b",MOs6b,1085,30,993.0,Secondary motor area,MOs,"MOs6b: Secondary motor area, layer 6b"
89,"Primary somatosensory area, trunk, layer 4",SSp-tr4,1086,90,361.0,"Primary somatosensory area, trunk",SSp-tr,"SSp-tr4: Primary somatosensory area, trunk, layer 4"
1311,precentral fissure,pce,1087,1312,1040.0,grooves of the cerebellar cortex,grv of CBX,pce: precentral fissure
661,"Medial geniculate complex, medial part",MGm,1088,662,475.0,Medial geniculate complex,MG,"MGm: Medial geniculate complex, medial part"
454,Hippocampal formation,HPF,1089,455,695.0,Cortical plate,CTXpl,HPF: Hippocampal formation
104,"Supplemental somatosensory area, layer 5",SSs5,1090,105,378.0,Supplemental somatosensory area,SSs,"SSs5: Supplemental somatosensory area, layer 5"
1042,Lobules IV-V,"CUL4, 5",1091,1043,928.0,Culmen,CUL,"CUL4, 5: Lobules IV-V"
1212,external medullary lamina of the thalamus,em,1092,1213,896.0,thalamus related,lfbst,em: external medullary lamina of the thalamus
913,"Pontine reticular nucleus, caudal part",PRNc,1093,914,987.0,"Pons, motor related",P-mot,"PRNc: Pontine reticular nucleus, caudal part"
68,"Primary somatosensory area, lower limb, layer 4",SSp-ll4,1094,69,337.0,"Primary somatosensory area, lower limb",SSp-ll,"SSp-ll4: Primary somatosensory area, lower limb, layer 4"
1312,preculminate fissure,pcf,1095,1313,1040.0,grooves of the cerebellar cortex,grv of CBX,pcf: preculminate fissure
677,"Anteromedial nucleus, dorsal part",AMd,1096,678,127.0,Anteromedial nucleus,AM,"AMd: Anteromedial nucleus, dorsal part"
715,Hypothalamus,HY,1097,716,1129.0,Interbrain,IB,HY: Hypothalamus
986,"Medullary reticular nucleus, dorsal part",MDRNd,1098,987,395.0,Medullary reticular nucleus,MDRN,"MDRNd: Medullary reticular nucleus, dorsal part"
1244,fornix system,fxs,1099,1245,768.0,cerebrum related,mfbc,fxs: fornix system
843,Pretectal region,PRT,1100,844,323.0,"Midbrain, motor related",MBmot,PRT: Pretectal region
282,"Agranular insular area, dorsal part, layer 5",AId5,1101,283,104.0,"Agranular insular area, dorsal part",AId,"AId5: Agranular insular area, dorsal part, layer 5"
77,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,1102,78,345.0,"Primary somatosensory area, mouth",SSp-m,"SSp-m6a: Primary somatosensory area, mouth, layer 6a"
1313,primary fissure,pri,1103,1314,1040.0,grooves of the cerebellar cortex,grv of CBX,pri: primary fissure
678,"Anteromedial nucleus, ventral part",AMv,1104,679,127.0,Anteromedial nucleus,AM,"AMv: Anteromedial nucleus, ventral part"
599,Intercalated amygdalar nucleus,IA,1105,600,278.0,Striatum-like amygdalar nuclei,sAMY,IA: Intercalated amygdalar nucleus
116,"Visceral area, layer 2/3",VISC2/3,1106,117,677.0,Visceral area,VISC,"VISC2/3: Visceral area, layer 2/3"
987,"Medullary reticular nucleus, ventral part",MDRNv,1107,988,395.0,Medullary reticular nucleus,MDRN,"MDRNv: Medullary reticular nucleus, ventral part"
1195,genu of corpus callosum,ccg,1108,1196,776.0,corpus callosum,cc,ccg: genu of corpus callosum
747,Parastrial nucleus,PS,1109,748,141.0,Periventricular region,PVR,PS: Parastrial nucleus
771,"Supramammillary nucleus, lateral part",SUMl,1110,772,525.0,Supramammillary nucleus,SUM,"SUMl: Supramammillary nucleus, lateral part"
90,"Primary somatosensory area, trunk, layer 5",SSp-tr5,1111,91,361.0,"Primary somatosensory area, trunk",SSp-tr,"SSp-tr5: Primary somatosensory area, trunk, layer 5"
1314,posterior superior fissure,psf,1112,1315,1040.0,grooves of the cerebellar cortex,grv of CBX,psf: posterior superior fissure
681,Interanterodorsal nucleus of the thalamus,IAD,1113,682,239.0,Anterior group of the dorsal thalamus,ATN,IAD: Interanterodorsal nucleus of the thalamus
167,"Anterolateral visual area, layer 4",VISal4,1114,168,402.0,Anterolateral visual area,VISal,"VISal4: Anterolateral visual area, layer 4"
1132,genu of the facial nerve,gVIIn,1116,1133,798.0,facial nerve,VIIn,gVIIn: genu of the facial nerve
924,"Pons, behavioral state related",P-sat,1117,925,771.0,Pons,P,"P-sat: Pons, behavioral state related"
772,"Supramammillary nucleus, medial part",SUMm,1118,773,525.0,Supramammillary nucleus,SUM,"SUMm: Supramammillary nucleus, medial part"
1315,prepyramidal fissure,ppf,1119,1316,1040.0,grooves of the cerebellar cortex,grv of CBX,ppf: prepyramidal fissure
680,Interanteromedial nucleus of the thalamus,IAM,1120,681,239.0,Anterior group of the dorsal thalamus,ATN,IAM: Interanteromedial nucleus of the thalamus
495,"Entorhinal area, lateral part, layer 1",ENTl1,1121,496,918.0,"Entorhinal area, lateral part",ENTl,"ENTl1: Entorhinal area, lateral part, layer 1"
1180,inferior cerebellar peduncle,icp,1123,1181,752.0,cerebellar peduncles,cbp,icp: inferior cerebellar peduncle
748,Suprachiasmatic preoptic nucleus,PSCH,1124,749,141.0,Periventricular region,PVR,PSCH: Suprachiasmatic preoptic nucleus
275,"Orbital area, ventrolateral part, layer 5",ORBvl5,1125,276,746.0,"Orbital area, ventrolateral part",ORBvl,"ORBvl5: Orbital area, ventrolateral part, layer 5"
774,"Tuberomammillary nucleus, dorsal part",TMd,1126,775,557.0,Tuberomammillary nucleus,TM,"TMd: Tuberomammillary nucleus, dorsal part"
362,"Temporal association areas, layer 2/3",TEa2/3,1127,363,541.0,Temporal association areas,TEa,"TEa2/3: Temporal association areas, layer 2/3"
69,"Primary somatosensory area, lower limb, layer 5",SSp-ll5,1128,70,337.0,"Primary somatosensory area, lower limb",SSp-ll,"SSp-ll5: Primary somatosensory area, lower limb, layer 5"
640,Interbrain,IB,1129,641,343.0,Brain stem,BS,IB: Interbrain
1131,intermediate nerve,iVIIn,1131,1132,798.0,facial nerve,VIIn,iVIIn: intermediate nerve
884,"Pons, sensory related",P-sen,1132,885,771.0,Pons,P,"P-sen: Pons, sensory related"
522,"Entorhinal area, medial part, ventral zone, layer 5/6",ENTmv5/6,1133,523,934.0,"Entorhinal area, medial part, ventral zone",ENTmv,"ENTmv5/6: Entorhinal area, medial part, ventral zone, layer 5/6"
425,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,1139,426,619.0,Nucleus of the lateral olfactory tract,NLOT,"NLOT3: Nucleus of the lateral olfactory tract, layer 3"
451,"Postpiriform transition area, layers 1",TR1,1140,452,566.0,Postpiriform transition area,TR,"TR1: Postpiriform transition area, layers 1"
452,"Postpiriform transition area, layers 2",TR2,1141,453,566.0,Postpiriform transition area,TR,"TR2: Postpiriform transition area, layers 2"
453,"Postpiriform transition area, layers 3",TR3,1142,454,566.0,Postpiriform transition area,TR,"TR3: Postpiriform transition area, layers 3"
1018,"Cerebellar cortex, granular layer",CBXgr,1143,1019,528.0,Cerebellar cortex,CBX,"CBXgr: Cerebellar cortex, granular layer"
1016,"Cerebellar cortex, molecular layer",CBXmo,1144,1017,528.0,Cerebellar cortex,CBX,"CBXmo: Cerebellar cortex, molecular layer"
1017,"Cerebellar cortex, Purkinje layer",CBXpu,1145,1018,528.0,Cerebellar cortex,CBX,"CBXpu: Cerebellar cortex, Purkinje layer"
805,Median eminence,ME,10671,806,1097.0,,,ME: Median eminence
1070,"Simple lobule, granular layer",SIMgr,10672,1071,1007.0,,,"SIMgr: Simple lobule, granular layer"
1069,"Simple lobule, Purkinje layer",SIMpu,10673,1070,1007.0,,,"SIMpu: Simple lobule, Purkinje layer"
1068,"Simple lobule, molecular layer",SIMmo,10674,1069,1007.0,,,"SIMmo: Simple lobule, molecular layer"
1075,"Crus 1, granular layer",ANcr1gr,10675,1076,1056.0,,,"ANcr1gr: Crus 1, granular layer"
1074,"Crus 1, Purkinje layer",ANcr1pu,10676,1075,1056.0,,,"ANcr1pu: Crus 1, Purkinje layer"
1073,"Crus 1, molecular layer",ANcr1mo,10677,1074,1056.0,,,"ANcr1mo: Crus 1, molecular layer"
1079,"Crus 2, granular layer",ANcr2gr,10678,1080,1064.0,,,"ANcr2gr: Crus 2, granular layer"
1078,"Crus 2, Purkinje layer",ANcr2pu,10679,1079,1064.0,,,"ANcr2pu: Crus 2, Purkinje layer"
1077,"Crus 2, molecular layer",ANcr2mo,10680,1078,1064.0,,,"ANcr2mo: Crus 2, molecular layer"
1083,"Paramedian lobule, granular layer",PRMgr,10681,1084,1025.0,,,"PRMgr: Paramedian lobule, granular layer"
1082,"Paramedian lobule, Purkinje layer",PRMpu,10682,1083,1025.0,,,"PRMpu: Paramedian lobule, Purkinje layer"
1081,"Paramedian lobule, molecular layer",PRMmo,10683,1082,1025.0,,,"PRMmo: Paramedian lobule, molecular layer"
1087,"Copula pyramidis, granular layer",COPYgr,10684,1088,1033.0,,,"COPYgr: Copula pyramidis, granular layer"
1086,"Copula pyramidis, Purkinje layer",COPYpu,10685,1087,1033.0,,,"COPYpu: Copula pyramidis, Purkinje layer"
1085,"Copula pyramidis, molecular layer",COPYmo,10686,1086,1033.0,,,"COPYmo: Copula pyramidis, molecular layer"
1091,"Paraflocculus, granular layer",PFLgr,10687,1092,1041.0,,,"PFLgr: Paraflocculus, granular layer"
1090,"Paraflocculus, Purkinje layer",PFLpu,10688,1091,1041.0,,,"PFLpu: Paraflocculus, Purkinje layer"
1089,"Paraflocculus, molecular layer",PFLmo,10689,1090,1041.0,,,"PFLmo: Paraflocculus, molecular layer"
1095,"Flocculus, granular layer",FLgr,10690,1096,1049.0,,,"FLgr: Flocculus, granular layer"
1094,"Flocculus, Purkinje layer",FLpu,10691,1095,1049.0,,,"FLpu: Flocculus, Purkinje layer"
1093,"Flocculus, molecular layer",FLmo,10692,1094,1049.0,,,"FLmo: Flocculus, molecular layer"
524,"Parasubiculum, layer 1",PAR1,10693,525,843.0,,,"PAR1: Parasubiculum, layer 1"
525,"Parasubiculum, layer 2",PAR2,10694,526,843.0,,,"PAR2: Parasubiculum, layer 2"
526,"Parasubiculum, layer 3",PAR3,10695,527,843.0,,,"PAR3: Parasubiculum, layer 3"
528,"Postsubiculum, layer 1",POST1,10696,529,1037.0,,,"POST1: Postsubiculum, layer 1"
529,"Postsubiculum, layer 2",POST2,10697,530,1037.0,,,"POST2: Postsubiculum, layer 2"
530,"Postsubiculum, layer 3",POST3,10698,531,1037.0,,,"POST3: Postsubiculum, layer 3"
532,"Presubiculum, layer 1",PRE1,10699,533,1084.0,,,"PRE1: Presubiculum, layer 1"
533,"Presubiculum, layer 2",PRE2,10700,534,1084.0,,,"PRE2: Presubiculum, layer 2"
534,"Presubiculum, layer 3",PRE3,10701,535,1084.0,,,"PRE3: Presubiculum, layer 3"
477,"Dentate gyrus, subgranular zone",DG-sgz,10702,478,726.0,,,"DG-sgz: Dentate gyrus, subgranular zone"
474,"Dentate gyrus, molecular layer",DG-mo,10703,475,726.0,,,"DG-mo: Dentate gyrus, molecular layer"
475,"Dentate gyrus, polymorph layer",DG-po,10704,476,726.0,,,"DG-po: Dentate gyrus, polymorph layer"
1023,"Lingula (I), granular layer",LINGgr,10705,1024,912.0,,,"LINGgr: Lingula (I), granular layer"
1022,"Lingula (I), Purkinje layer",LINGpu,10706,1023,912.0,,,"LINGpu: Lingula (I), Purkinje layer"
1021,"Lingula (I), molecular layer",LINGmo,10707,1022,912.0,,,"LINGmo: Lingula (I), molecular layer"
1028,"Lobule II, granular layer",CENT2gr,10708,1029,976.0,,,"CENT2gr: Lobule II, granular layer"
1027,"Lobule II, Purkinje layer",CENT2pu,10709,1028,976.0,,,"CENT2pu: Lobule II, Purkinje layer"
1026,"Lobule II, molecular layer",CENT2mo,10710,1027,976.0,,,"CENT2mo: Lobule II, molecular layer"
1032,"Lobule III, granular layer",CENT3gr,10711,1033,984.0,,,"CENT3gr: Lobule III, granular layer"
1031,"Lobule III, Purkinje layer",CENT3pu,10712,1032,984.0,,,"CENT3pu: Lobule III, Purkinje layer"
1030,"Lobule III, molecular layer",CENT3mo,10713,1031,984.0,,,"CENT3mo: Lobule III, molecular layer"
1037,"Lobule IV, granular layer",CUL4gr,10714,1038,992.0,,,"CUL4gr: Lobule IV, granular layer"
1036,"Lobule IV, Purkinje layer",CUL4pu,10715,1037,992.0,,,"CUL4pu: Lobule IV, Purkinje layer"
1035,"Lobule IV, molecular layer",CUL4mo,10716,1036,992.0,,,"CUL4mo: Lobule IV, molecular layer"
1041,"Lobule V, granular layer",CUL5gr,10717,1042,1001.0,,,"CUL5gr: Lobule V, granular layer"
1040,"Lobule V, Purkinje layer",CUL5pu,10718,1041,1001.0,,,"CUL5pu: Lobule V, Purkinje layer"
1039,"Lobule V, molecular layer",CUL5mo,10719,1040,1001.0,,,"CUL5mo: Lobule V, molecular layer"
1045,"Lobules IV-V, granular layer","CUL4, 5gr",10720,1046,1091.0,,,"CUL4, 5gr: Lobules IV-V, granular layer"
1044,"Lobules IV-V, Purkinje layer","CUL4, 5pu",10721,1045,1091.0,,,"CUL4, 5pu: Lobules IV-V, Purkinje layer"
1043,"Lobules IV-V, molecular layer","CUL4, 5mo",10722,1044,1091.0,,,"CUL4, 5mo: Lobules IV-V, molecular layer"
1049,"Declive (VI), granular layer",DECgr,10723,1050,936.0,,,"DECgr: Declive (VI), granular layer"
1048,"Declive (VI), Purkinje layer",DECpu,10724,1049,936.0,,,"DECpu: Declive (VI), Purkinje layer"
1047,"Declive (VI), molecular layer",DECmo,10725,1048,936.0,,,"DECmo: Declive (VI), molecular layer"
1053,"Folium-tuber vermis (VII), granular layer",FOTUgr,10726,1054,944.0,,,"FOTUgr: Folium-tuber vermis (VII), granular layer"
1052,"Folium-tuber vermis (VII), Purkinje layer",FOTUpu,10727,1053,944.0,,,"FOTUpu: Folium-tuber vermis (VII), Purkinje layer"
1051,"Folium-tuber vermis (VII), molecular layer",FOTUmo,10728,1052,944.0,,,"FOTUmo: Folium-tuber vermis (VII), molecular layer"
1057,"Pyramus (VIII), granular layer",PYRgr,10729,1058,951.0,,,"PYRgr: Pyramus (VIII), granular layer"
1056,"Pyramus (VIII), Purkinje layer",PYRpu,10730,1057,951.0,,,"PYRpu: Pyramus (VIII), Purkinje layer"
1055,"Pyramus (VIII), molecular layer",PYRmo,10731,1056,951.0,,,"PYRmo: Pyramus (VIII), molecular layer"
1061,"Uvula (IX), granular layer",UVUgr,10732,1062,957.0,,,"UVUgr: Uvula (IX), granular layer"
1060,"Uvula (IX), Purkinje layer",UVUpu,10733,1061,957.0,,,"UVUpu: Uvula (IX), Purkinje layer"
1059,"Uvula (IX), molecular layer",UVUmo,10734,1060,957.0,,,"UVUmo: Uvula (IX), molecular layer"
1065,"Nodulus (X), granular layer",NODgr,10735,1066,968.0,,,"NODgr: Nodulus (X), granular layer"
1064,"Nodulus (X), Purkinje layer",NODpu,10736,1065,968.0,,,"NODpu: Nodulus (X), Purkinje layer"
1063,"Nodulus (X), molecular layer",NODmo,10737,1064,968.0,,,"NODmo: Nodulus (X), molecular layer"
31,"Somatosensory areas, layer 1",SS1,12993,32,453.0,,,"SS1: Somatosensory areas, layer 1"
32,"Somatosensory areas, layer 2/3",SS2/3,12994,33,453.0,,,"SS2/3: Somatosensory areas, layer 2/3"
33,"Somatosensory areas, layer 4",SS4,12995,34,453.0,,,"SS4: Somatosensory areas, layer 4"
34,"Somatosensory areas, layer 5",SS5,12996,35,453.0,,,"SS5: Somatosensory areas, layer 5"
35,"Somatosensory areas, layer 6a",SS6a,12997,36,453.0,,,"SS6a: Somatosensory areas, layer 6a"
36,"Somatosensory areas, layer 6b",SS6b,12998,37,453.0,,,"SS6b: Somatosensory areas, layer 6b"
93,"Primary somatosensory area, unassigned",SSp-un,182305689,94,322.0,,,"SSp-un: Primary somatosensory area, unassigned"
94,"Primary somatosensory area, unassigned, layer 1",SSp-un1,182305693,95,182305689.0,,,"SSp-un1: Primary somatosensory area, unassigned, layer 1"
95,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,182305697,96,182305689.0,,,"SSp-un2/3: Primary somatosensory area, unassigned, layer 2/3"
96,"Primary somatosensory area, unassigned, layer 4",SSp-un4,182305701,97,182305689.0,,,"SSp-un4: Primary somatosensory area, unassigned, layer 4"
97,"Primary somatosensory area, unassigned, layer 5",SSp-un5,182305705,98,182305689.0,,,"SSp-un5: Primary somatosensory area, unassigned, layer 5"
98,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,182305709,99,182305689.0,,,"SSp-un6a: Primary somatosensory area, unassigned, layer 6a"
99,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,182305713,100,182305689.0,,,"SSp-un6b: Primary somatosensory area, unassigned, layer 6b"
1326,retina,retina,304325711,1327,997.0,,,retina: retina
346,Anterior area,VISa,312782546,347,22.0,,,VISa: Anterior area
347,"Anterior area, layer 1",VISa1,312782550,348,312782546.0,,,"VISa1: Anterior area, layer 1"
348,"Anterior area, layer 2/3",VISa2/3,312782554,349,312782546.0,,,"VISa2/3: Anterior area, layer 2/3"
349,"Anterior area, layer 4",VISa4,312782558,350,312782546.0,,,"VISa4: Anterior area, layer 4"
350,"Anterior area, layer 5",VISa5,312782562,351,312782546.0,,,"VISa5: Anterior area, layer 5"
351,"Anterior area, layer 6a",VISa6a,312782566,352,312782546.0,,,"VISa6a: Anterior area, layer 6a"
352,"Anterior area, layer 6b",VISa6b,312782570,353,312782546.0,,,"VISa6b: Anterior area, layer 6b"
206,Laterointermediate area,VISli,312782574,207,669.0,,,VISli: Laterointermediate area
207,"Laterointermediate area, layer 1",VISli1,312782578,208,312782574.0,,,"VISli1: Laterointermediate area, layer 1"
208,"Laterointermediate area, layer 2/3",VISli2/3,312782582,209,312782574.0,,,"VISli2/3: Laterointermediate area, layer 2/3"
209,"Laterointermediate area, layer 4",VISli4,312782586,210,312782574.0,,,"VISli4: Laterointermediate area, layer 4"
210,"Laterointermediate area, layer 5",VISli5,312782590,211,312782574.0,,,"VISli5: Laterointermediate area, layer 5"
211,"Laterointermediate area, layer 6a",VISli6a,312782594,212,312782574.0,,,"VISli6a: Laterointermediate area, layer 6a"
212,"Laterointermediate area, layer 6b",VISli6b,312782598,213,312782574.0,,,"VISli6b: Laterointermediate area, layer 6b"
354,"Rostrolateral area, layer 1",VISrl1,312782604,355,417.0,,,"VISrl1: Rostrolateral area, layer 1"
355,"Rostrolateral area, layer 2/3",VISrl2/3,312782608,356,417.0,,,"VISrl2/3: Rostrolateral area, layer 2/3"
356,"Rostrolateral area, layer 4",VISrl4,312782612,357,417.0,,,"VISrl4: Rostrolateral area, layer 4"
357,"Rostrolateral area, layer 5",VISrl5,312782616,358,417.0,,,"VISrl5: Rostrolateral area, layer 5"
358,"Rostrolateral area, layer 6a",VISrl6a,312782620,359,417.0,,,"VISrl6a: Rostrolateral area, layer 6a"
359,"Rostrolateral area, layer 6b",VISrl6b,312782624,360,417.0,,,"VISrl6b: Rostrolateral area, layer 6b"
213,Postrhinal area,VISpor,312782628,214,669.0,,,VISpor: Postrhinal area
214,"Postrhinal area, layer 1",VISpor1,312782632,215,312782628.0,,,"VISpor1: Postrhinal area, layer 1"
215,"Postrhinal area, layer 2/3",VISpor2/3,312782636,216,312782628.0,,,"VISpor2/3: Postrhinal area, layer 2/3"
216,"Postrhinal area, layer 4",VISpor4,312782640,217,312782628.0,,,"VISpor4: Postrhinal area, layer 4"
217,"Postrhinal area, layer 5",VISpor5,312782644,218,312782628.0,,,"VISpor5: Postrhinal area, layer 5"
218,"Postrhinal area, layer 6a",VISpor6a,312782648,219,312782628.0,,,"VISpor6a: Postrhinal area, layer 6a"
219,"Postrhinal area, layer 6b",VISpor6b,312782652,220,312782628.0,,,"VISpor6b: Postrhinal area, layer 6b"
58,Rostrolateral lateral visual area,VISrll,480149202,59,329.0,,,VISrll: Rostrolateral lateral visual area
59,"Rostrolateral lateral visual area, layer 1",VISrll1,480149206,60,480149202.0,,,"VISrll1: Rostrolateral lateral visual area, layer 1"
60,"Rostrolateral lateral visual area, layer 2/3",VISrll2/3,480149210,61,480149202.0,,,"VISrll2/3: Rostrolateral lateral visual area, layer 2/3"
61,"Rostrolateral lateral visual area, layer 4",VISrll4,480149214,62,480149202.0,,,"VISrll4: Rostrolateral lateral visual area, layer 4"
62,"Rostrolateral lateral visual area,layer 5",VISrll5,480149218,63,480149202.0,,,"VISrll5: Rostrolateral lateral visual area,layer 5"
63,"Rostrolateral lateral visual area, layer 6a",VISrll6a,480149222,64,480149202.0,,,"VISrll6a: Rostrolateral lateral visual area, layer 6a"
64,"Rostrolateral lateral visual area, layer 6b",VISrll6b,480149226,65,480149202.0,,,"VISrll6b: Rostrolateral lateral visual area, layer 6b"
129,Laterolateral anterior visual area,VISlla,480149230,130,1011.0,,,VISlla: Laterolateral anterior visual area
130,"Laterolateral anterior visual area, layer 1",VISlla1,480149234,131,480149230.0,,,"VISlla1: Laterolateral anterior visual area, layer 1"
131,"Laterolateral anterior visual area, layer 2/3",VISlla2/3,480149238,132,480149230.0,,,"VISlla2/3: Laterolateral anterior visual area, layer 2/3"
132,"Laterolateral anterior visual area, layer 4",VISlla4,480149242,133,480149230.0,,,"VISlla4: Laterolateral anterior visual area, layer 4"
133,"Laterolateral anterior visual area,layer 5",VISlla5,480149246,134,480149230.0,,,"VISlla5: Laterolateral anterior visual area,layer 5"
134,"Laterolateral anterior visual area, layer 6a",VISlla6a,480149250,135,480149230.0,,,"VISlla6a: Laterolateral anterior visual area, layer 6a"
135,"Laterolateral anterior visual area, layer 6b",VISlla6b,480149254,136,480149230.0,,,"VISlla6b: Laterolateral anterior visual area, layer 6b"
304,Mediomedial anterior visual area,VISmma,480149258,305,894.0,,,VISmma: Mediomedial anterior visual area
305,"Mediomedial anterior visual area, layer 1",VISmma1,480149262,306,480149258.0,,,"VISmma1: Mediomedial anterior visual area, layer 1"
306,"Mediomedial anterior visual area, layer 2/3",VISmma2/3,480149266,307,480149258.0,,,"VISmma2/3: Mediomedial anterior visual area, layer 2/3"
307,"Mediomedial anterior visual area, layer 4",VISmma4,480149270,308,480149258.0,,,"VISmma4: Mediomedial anterior visual area, layer 4"
308,"Mediomedial anterior visual area,layer 5",VISmma5,480149274,309,480149258.0,,,"VISmma5: Mediomedial anterior visual area,layer 5"
309,"Mediomedial anterior visual area, layer 6a",VISmma6a,480149278,310,480149258.0,,,"VISmma6a: Mediomedial anterior visual area, layer 6a"
310,"Mediomedial anterior visual area, layer 6b",VISmma6b,480149282,311,480149258.0,,,"VISmma6b: Mediomedial anterior visual area, layer 6b"
311,Mediomedial posterior visual area,VISmmp,480149286,312,894.0,,,VISmmp: Mediomedial posterior visual area
312,"Mediomedial posterior visual area, layer 1",VISmmp1,480149290,313,480149286.0,,,"VISmmp1: Mediomedial posterior visual area, layer 1"
313,"Mediomedial posterior visual area, layer 2/3",VISmmp2/3,480149294,314,480149286.0,,,"VISmmp2/3: Mediomedial posterior visual area, layer 2/3"
314,"Mediomedial posterior visual area, layer 4",VISmmp4,480149298,315,480149286.0,,,"VISmmp4: Mediomedial posterior visual area, layer 4"
315,"Mediomedial posterior visual area,layer 5",VISmmp5,480149302,316,480149286.0,,,"VISmmp5: Mediomedial posterior visual area,layer 5"
316,"Mediomedial posterior visual area, layer 6a",VISmmp6a,480149306,317,480149286.0,,,"VISmmp6a: Mediomedial posterior visual area, layer 6a"
317,"Mediomedial posterior visual area, layer 6b",VISmmp6b,480149310,318,480149286.0,,,"VISmmp6b: Mediomedial posterior visual area, layer 6b"
318,Medial visual area,VISm,480149314,319,894.0,,,VISm: Medial visual area
319,"Medial visual area, layer 1",VISm1,480149318,320,480149314.0,,,"VISm1: Medial visual area, layer 1"
320,"Medial visual area, layer 2/3",VISm2/3,480149322,321,480149314.0,,,"VISm2/3: Medial visual area, layer 2/3"
321,"Medial visual area, layer 4",VISm4,480149326,322,480149314.0,,,"VISm4: Medial visual area, layer 4"
322,"Medial visual area,layer 5",VISm5,480149330,323,480149314.0,,,"VISm5: Medial visual area,layer 5"
323,"Medial visual area, layer 6a",VISm6a,480149334,324,480149314.0,,,"VISm6a: Medial visual area, layer 6a"
324,"Medial visual area, layer 6b",VISm6b,480149338,325,480149314.0,,,"VISm6b: Medial visual area, layer 6b"
544,Prosubiculum,ProS,484682470,545,822.0,,,ProS: Prosubiculum
545,"Prosubiculum, dorsal part",ProSd,484682475,546,484682470.0,,,"ProSd: Prosubiculum, dorsal part"
546,"Prosubiculum, dorsal part, molecular layer",ProSd-m,484682479,547,484682475.0,,,"ProSd-m: Prosubiculum, dorsal part, molecular layer"
547,"Prosubiculum, dorsal part, pyramidal layer",ProSd-sp,484682483,548,484682475.0,,,"ProSd-sp: Prosubiculum, dorsal part, pyramidal layer"
